"","pkg","dataset","varname","grouping","nlev","type","error"
"2390","survival","pbc","trig","status",3,"t !pool.sd","ok"
"2391","survival","pbc","trig","status",3,"wilcox","ok"
"2392","survival","pbc","trig","status",3,"tukey","ok"
"2393","survival","pbc","platelet","status",3,"t pool.sd","ok"
"2394","survival","pbc","platelet","status",3,"t !pool.sd","ok"
"2395","survival","pbc","platelet","status",3,"wilcox","ok"
"2396","survival","pbc","platelet","status",3,"tukey","ok"
"2397","survival","pbc","protime","status",3,"t pool.sd","ok"
"2398","survival","pbc","protime","status",3,"t !pool.sd","ok"
"2399","survival","pbc","protime","status",3,"wilcox","ok"
"2400","survival","pbc","protime","status",3,"tukey","ok"
"2401","survival","pbc","stage","status",3,"t pool.sd","ok"
"2402","survival","pbc","stage","status",3,"t !pool.sd","ok"
"2403","survival","pbc","stage","status",3,"wilcox","ok"
"2404","survival","pbc","stage","status",3,"tukey","ok"
"2405","survival","pbc","trt:1","status",3,"prop","ok"
"2406","survival","pbc","trt:2","status",3,"prop","ok"
"2407","survival","pbc","sex:m","status",3,"prop","ok"
"2408","survival","pbc","sex:f","status",3,"prop","ok"
"2409","survival","pbc","ascites:0","status",3,"prop","ok"
"2410","survival","pbc","ascites:1","status",3,"prop","ok"
"2411","survival","pbc","hepato:0","status",3,"prop","ok"
"2412","survival","pbc","hepato:1","status",3,"prop","ok"
"2413","survival","pbc","spiders:0","status",3,"prop","ok"
"2414","survival","pbc","spiders:1","status",3,"prop","ok"
"2415","survival","pbc","edema:0","status",3,"prop","ok"
"2416","survival","pbc","edema:0.5","status",3,"prop","ok"
"2417","survival","pbc","edema:1","status",3,"prop","ok"
"2418","survival","pbc","stage:1","status",3,"prop","ok"
"2419","survival","pbc","stage:2","status",3,"prop","ok"
"2420","survival","pbc","stage:3","status",3,"prop","ok"
"2421","survival","pbc","stage:4","status",3,"prop","ok"
"2422","survival","pbc","id","edema",3,"t pool.sd","ok"
"2423","survival","pbc","id","edema",3,"t !pool.sd","ok"
"2424","survival","pbc","id","edema",3,"wilcox","ok"
"2425","survival","pbc","id","edema",3,"tukey","ok"
"2426","survival","pbc","time","edema",3,"t pool.sd","ok"
"2427","survival","pbc","time","edema",3,"t !pool.sd","ok"
"2428","survival","pbc","time","edema",3,"wilcox","ok"
"2429","survival","pbc","time","edema",3,"tukey","ok"
"2430","survival","pbc","status","edema",3,"t pool.sd","ok"
"2431","survival","pbc","status","edema",3,"t !pool.sd","ok"
"2432","survival","pbc","status","edema",3,"wilcox","ok"
"2433","survival","pbc","status","edema",3,"tukey","ok"
"2434","survival","pbc","trt","edema",3,"t pool.sd","ok"
"2435","survival","pbc","trt","edema",3,"t !pool.sd","ok"
"2436","survival","pbc","trt","edema",3,"wilcox","ok"
"2437","survival","pbc","trt","edema",3,"tukey","ok"
"2438","survival","pbc","age","edema",3,"t pool.sd","ok"
"2439","survival","pbc","age","edema",3,"t !pool.sd","ok"
"2440","survival","pbc","age","edema",3,"wilcox","ok"
"2441","survival","pbc","age","edema",3,"tukey","ok"
"2442","survival","pbc","ascites","edema",3,"t pool.sd","ok"
"2443","survival","pbc","ascites","edema",3,"t !pool.sd","ok"
"2444","survival","pbc","ascites","edema",3,"wilcox","ok"
"2445","survival","pbc","ascites","edema",3,"tukey","ok"
"2446","survival","pbc","hepato","edema",3,"t pool.sd","ok"
"2447","survival","pbc","hepato","edema",3,"t !pool.sd","ok"
"2448","survival","pbc","hepato","edema",3,"wilcox","ok"
"2449","survival","pbc","hepato","edema",3,"tukey","ok"
"2450","survival","pbc","spiders","edema",3,"t pool.sd","ok"
"2451","survival","pbc","spiders","edema",3,"t !pool.sd","ok"
"2452","survival","pbc","spiders","edema",3,"wilcox","ok"
"2453","survival","pbc","spiders","edema",3,"tukey","ok"
"2454","survival","pbc","bili","edema",3,"t pool.sd","ok"
"2455","survival","pbc","bili","edema",3,"t !pool.sd","ok"
"2456","survival","pbc","bili","edema",3,"wilcox","ok"
"2457","survival","pbc","bili","edema",3,"tukey","ok"
"2458","survival","pbc","chol","edema",3,"t pool.sd","ok"
"2459","survival","pbc","chol","edema",3,"t !pool.sd","ok"
"2460","survival","pbc","chol","edema",3,"wilcox","ok"
"2461","survival","pbc","chol","edema",3,"tukey","ok"
"2462","survival","pbc","albumin","edema",3,"t pool.sd","ok"
"2463","survival","pbc","albumin","edema",3,"t !pool.sd","ok"
"2464","survival","pbc","albumin","edema",3,"wilcox","ok"
"2465","survival","pbc","albumin","edema",3,"tukey","ok"
"2466","survival","pbc","copper","edema",3,"t pool.sd","ok"
"2467","survival","pbc","copper","edema",3,"t !pool.sd","ok"
"2468","survival","pbc","copper","edema",3,"wilcox","ok"
"2469","survival","pbc","copper","edema",3,"tukey","ok"
"2470","survival","pbc","alk.phos","edema",3,"t pool.sd","ok"
"2471","survival","pbc","alk.phos","edema",3,"t !pool.sd","ok"
"2472","survival","pbc","alk.phos","edema",3,"wilcox","ok"
"2473","survival","pbc","alk.phos","edema",3,"tukey","ok"
"2474","survival","pbc","ast","edema",3,"t pool.sd","ok"
"2475","survival","pbc","ast","edema",3,"t !pool.sd","ok"
"2476","survival","pbc","ast","edema",3,"wilcox","ok"
"2477","survival","pbc","ast","edema",3,"tukey","ok"
"2478","survival","pbc","trig","edema",3,"t pool.sd","ok"
"2479","survival","pbc","trig","edema",3,"t !pool.sd","ok"
"2480","survival","pbc","trig","edema",3,"wilcox","ok"
"2481","survival","pbc","trig","edema",3,"tukey","ok"
"2482","survival","pbc","platelet","edema",3,"t pool.sd","ok"
"2483","survival","pbc","platelet","edema",3,"t !pool.sd","ok"
"2484","survival","pbc","platelet","edema",3,"wilcox","ok"
"2485","survival","pbc","platelet","edema",3,"tukey","ok"
"2486","survival","pbc","protime","edema",3,"t pool.sd","ok"
"2487","survival","pbc","protime","edema",3,"t !pool.sd","ok"
"2488","survival","pbc","protime","edema",3,"wilcox","ok"
"2489","survival","pbc","protime","edema",3,"tukey","ok"
"2490","survival","pbc","stage","edema",3,"t pool.sd","ok"
"2491","survival","pbc","stage","edema",3,"t !pool.sd","ok"
"2492","survival","pbc","stage","edema",3,"wilcox","ok"
"2493","survival","pbc","stage","edema",3,"tukey","ok"
"2494","survival","pbc","status:0","edema",3,"prop","ok"
"2495","survival","pbc","status:1","edema",3,"prop","ok"
"2496","survival","pbc","status:2","edema",3,"prop","ok"
"2497","survival","pbc","trt:1","edema",3,"prop","ok"
"2498","survival","pbc","trt:2","edema",3,"prop","ok"
"2499","survival","pbc","sex:m","edema",3,"prop","ok"
"2500","survival","pbc","sex:f","edema",3,"prop","ok"
"2501","survival","pbc","ascites:0","edema",3,"prop","ok"
"2502","survival","pbc","ascites:1","edema",3,"prop","ok"
"2503","survival","pbc","hepato:0","edema",3,"prop","ok"
"2504","survival","pbc","hepato:1","edema",3,"prop","ok"
"2505","survival","pbc","spiders:0","edema",3,"prop","ok"
"2506","survival","pbc","spiders:1","edema",3,"prop","ok"
"2507","survival","pbc","stage:1","edema",3,"prop","ok"
"2508","survival","pbc","stage:2","edema",3,"prop","ok"
"2509","survival","pbc","stage:3","edema",3,"prop","ok"
"2510","survival","pbc","stage:4","edema",3,"prop","ok"
"2511","survival","pbc","id","stage",4,"t pool.sd","ok"
"2512","survival","pbc","id","stage",4,"t !pool.sd","ok"
"2513","survival","pbc","id","stage",4,"wilcox","ok"
"2514","survival","pbc","id","stage",4,"tukey","ok"
"2515","survival","pbc","time","stage",4,"t pool.sd","ok"
"2516","survival","pbc","time","stage",4,"t !pool.sd","ok"
"2517","survival","pbc","time","stage",4,"wilcox","ok"
"2518","survival","pbc","time","stage",4,"tukey","ok"
"2519","survival","pbc","status","stage",4,"t pool.sd","ok"
"2520","survival","pbc","status","stage",4,"t !pool.sd","ok"
"2521","survival","pbc","status","stage",4,"wilcox","ok"
"2522","survival","pbc","status","stage",4,"tukey","ok"
"2523","survival","pbc","trt","stage",4,"t pool.sd","ok"
"2524","survival","pbc","trt","stage",4,"t !pool.sd","ok"
"2525","survival","pbc","trt","stage",4,"wilcox","ok"
"2526","survival","pbc","trt","stage",4,"tukey","ok"
"2527","survival","pbc","age","stage",4,"t pool.sd","ok"
"2528","survival","pbc","age","stage",4,"t !pool.sd","ok"
"2529","survival","pbc","age","stage",4,"wilcox","ok"
"2530","survival","pbc","age","stage",4,"tukey","ok"
"2531","survival","pbc","ascites","stage",4,"t pool.sd","ok"
"2532","survival","pbc","ascites","stage",4,"t !pool.sd","ok"
"2533","survival","pbc","ascites","stage",4,"wilcox","ok"
"2534","survival","pbc","ascites","stage",4,"tukey","ok"
"2535","survival","pbc","hepato","stage",4,"t pool.sd","ok"
"2536","survival","pbc","hepato","stage",4,"t !pool.sd","ok"
"2537","survival","pbc","hepato","stage",4,"wilcox","ok"
"2538","survival","pbc","hepato","stage",4,"tukey","ok"
"2539","survival","pbc","spiders","stage",4,"t pool.sd","ok"
"2540","survival","pbc","spiders","stage",4,"t !pool.sd","ok"
"2541","survival","pbc","spiders","stage",4,"wilcox","ok"
"2542","survival","pbc","spiders","stage",4,"tukey","ok"
"2543","survival","pbc","edema","stage",4,"t pool.sd","ok"
"2544","survival","pbc","edema","stage",4,"t !pool.sd","ok"
"2545","survival","pbc","edema","stage",4,"wilcox","ok"
"2546","survival","pbc","edema","stage",4,"tukey","ok"
"2547","survival","pbc","bili","stage",4,"t pool.sd","ok"
"2548","survival","pbc","bili","stage",4,"t !pool.sd","ok"
"2549","survival","pbc","bili","stage",4,"wilcox","ok"
"2550","survival","pbc","bili","stage",4,"tukey","ok"
"2551","survival","pbc","chol","stage",4,"t pool.sd","ok"
"2552","survival","pbc","chol","stage",4,"t !pool.sd","ok"
"2553","survival","pbc","chol","stage",4,"wilcox","ok"
"2554","survival","pbc","chol","stage",4,"tukey","ok"
"2555","survival","pbc","albumin","stage",4,"t pool.sd","ok"
"2556","survival","pbc","albumin","stage",4,"t !pool.sd","ok"
"2557","survival","pbc","albumin","stage",4,"wilcox","ok"
"2558","survival","pbc","albumin","stage",4,"tukey","ok"
"2559","survival","pbc","copper","stage",4,"t pool.sd","ok"
"2560","survival","pbc","copper","stage",4,"t !pool.sd","ok"
"2561","survival","pbc","copper","stage",4,"wilcox","ok"
"2562","survival","pbc","copper","stage",4,"tukey","ok"
"2563","survival","pbc","alk.phos","stage",4,"t pool.sd","ok"
"2564","survival","pbc","alk.phos","stage",4,"t !pool.sd","ok"
"2565","survival","pbc","alk.phos","stage",4,"wilcox","ok"
"2566","survival","pbc","alk.phos","stage",4,"tukey","ok"
"2567","survival","pbc","ast","stage",4,"t pool.sd","ok"
"2568","survival","pbc","ast","stage",4,"t !pool.sd","ok"
"2569","survival","pbc","ast","stage",4,"wilcox","ok"
"2570","survival","pbc","ast","stage",4,"tukey","ok"
"2571","survival","pbc","trig","stage",4,"t pool.sd","ok"
"2572","survival","pbc","trig","stage",4,"t !pool.sd","ok"
"2573","survival","pbc","trig","stage",4,"wilcox","ok"
"2574","survival","pbc","trig","stage",4,"tukey","ok"
"2575","survival","pbc","platelet","stage",4,"t pool.sd","ok"
"2576","survival","pbc","platelet","stage",4,"t !pool.sd","ok"
"2577","survival","pbc","platelet","stage",4,"wilcox","ok"
"2578","survival","pbc","platelet","stage",4,"tukey","ok"
"2579","survival","pbc","protime","stage",4,"t pool.sd","ok"
"2580","survival","pbc","protime","stage",4,"t !pool.sd","ok"
"2581","survival","pbc","protime","stage",4,"wilcox","ok"
"2582","survival","pbc","protime","stage",4,"tukey","ok"
"2583","survival","pbc","status:0","stage",4,"prop","ok"
"2584","survival","pbc","status:1","stage",4,"prop","ok"
"2585","survival","pbc","status:2","stage",4,"prop","ok"
"2586","survival","pbc","trt:1","stage",4,"prop","ok"
"2587","survival","pbc","trt:2","stage",4,"prop","ok"
"2588","survival","pbc","sex:m","stage",4,"prop","ok"
"2589","survival","pbc","sex:f","stage",4,"prop","ok"
"2590","survival","pbc","ascites:0","stage",4,"prop","ok"
"2591","survival","pbc","ascites:1","stage",4,"prop","ok"
"2592","survival","pbc","hepato:0","stage",4,"prop","ok"
"2593","survival","pbc","hepato:1","stage",4,"prop","ok"
"2594","survival","pbc","spiders:0","stage",4,"prop","ok"
"2595","survival","pbc","spiders:1","stage",4,"prop","ok"
"2596","survival","pbc","edema:0","stage",4,"prop","ok"
"2597","survival","pbc","edema:0.5","stage",4,"prop","ok"
"2598","survival","pbc","edema:1","stage",4,"prop","ok"
"2599","survival","pbcseq","id","status",3,"t pool.sd","ok"
"2600","survival","pbcseq","id","status",3,"t !pool.sd","ok"
"2601","survival","pbcseq","id","status",3,"wilcox","ok"
"2602","survival","pbcseq","id","status",3,"tukey","ok"
"2603","survival","pbcseq","futime","status",3,"t pool.sd","ok"
"2604","survival","pbcseq","futime","status",3,"t !pool.sd","ok"
"2605","survival","pbcseq","futime","status",3,"wilcox","ok"
"2606","survival","pbcseq","futime","status",3,"tukey","ok"
"2607","survival","pbcseq","trt","status",3,"t pool.sd","ok"
"2608","survival","pbcseq","trt","status",3,"t !pool.sd","ok"
"2609","survival","pbcseq","trt","status",3,"wilcox","ok"
"2610","survival","pbcseq","trt","status",3,"tukey","ok"
"2611","survival","pbcseq","age","status",3,"t pool.sd","ok"
"2612","survival","pbcseq","age","status",3,"t !pool.sd","ok"
"2613","survival","pbcseq","age","status",3,"wilcox","ok"
"2614","survival","pbcseq","age","status",3,"tukey","ok"
"2615","survival","pbcseq","day","status",3,"t pool.sd","ok"
"2616","survival","pbcseq","day","status",3,"t !pool.sd","ok"
"2617","survival","pbcseq","day","status",3,"wilcox","ok"
"2618","survival","pbcseq","day","status",3,"tukey","ok"
"2619","survival","pbcseq","ascites","status",3,"t pool.sd","ok"
"2620","survival","pbcseq","ascites","status",3,"t !pool.sd","ok"
"2621","survival","pbcseq","ascites","status",3,"wilcox","ok"
"2622","survival","pbcseq","ascites","status",3,"tukey","ok"
"2623","survival","pbcseq","hepato","status",3,"t pool.sd","ok"
"2624","survival","pbcseq","hepato","status",3,"t !pool.sd","ok"
"2625","survival","pbcseq","hepato","status",3,"wilcox","ok"
"2626","survival","pbcseq","hepato","status",3,"tukey","ok"
"2627","survival","pbcseq","spiders","status",3,"t pool.sd","ok"
"2628","survival","pbcseq","spiders","status",3,"t !pool.sd","ok"
"2629","survival","pbcseq","spiders","status",3,"wilcox","ok"
"2630","survival","pbcseq","spiders","status",3,"tukey","ok"
"2631","survival","pbcseq","edema","status",3,"t pool.sd","ok"
"2632","survival","pbcseq","edema","status",3,"t !pool.sd","ok"
"2633","survival","pbcseq","edema","status",3,"wilcox","ok"
"2634","survival","pbcseq","edema","status",3,"tukey","ok"
"2635","survival","pbcseq","bili","status",3,"t pool.sd","ok"
"2636","survival","pbcseq","bili","status",3,"t !pool.sd","ok"
"2637","survival","pbcseq","bili","status",3,"wilcox","ok"
"2638","survival","pbcseq","bili","status",3,"tukey","ok"
"2639","survival","pbcseq","chol","status",3,"t pool.sd","ok"
"2640","survival","pbcseq","chol","status",3,"t !pool.sd","ok"
"2641","survival","pbcseq","chol","status",3,"wilcox","ok"
"2642","survival","pbcseq","chol","status",3,"tukey","ok"
"2643","survival","pbcseq","albumin","status",3,"t pool.sd","ok"
"2644","survival","pbcseq","albumin","status",3,"t !pool.sd","ok"
"2645","survival","pbcseq","albumin","status",3,"wilcox","ok"
"2646","survival","pbcseq","albumin","status",3,"tukey","ok"
"2647","survival","pbcseq","alk.phos","status",3,"t pool.sd","ok"
"2648","survival","pbcseq","alk.phos","status",3,"t !pool.sd","ok"
"2649","survival","pbcseq","alk.phos","status",3,"wilcox","ok"
"2650","survival","pbcseq","alk.phos","status",3,"tukey","ok"
"2651","survival","pbcseq","ast","status",3,"t pool.sd","ok"
"2652","survival","pbcseq","ast","status",3,"t !pool.sd","ok"
"2653","survival","pbcseq","ast","status",3,"wilcox","ok"
"2654","survival","pbcseq","ast","status",3,"tukey","ok"
"2655","survival","pbcseq","platelet","status",3,"t pool.sd","ok"
"2656","survival","pbcseq","platelet","status",3,"t !pool.sd","ok"
"2657","survival","pbcseq","platelet","status",3,"wilcox","ok"
"2658","survival","pbcseq","platelet","status",3,"tukey","ok"
"2659","survival","pbcseq","protime","status",3,"t pool.sd","ok"
"2660","survival","pbcseq","protime","status",3,"t !pool.sd","ok"
"2661","survival","pbcseq","protime","status",3,"wilcox","ok"
"2662","survival","pbcseq","protime","status",3,"tukey","ok"
"2663","survival","pbcseq","stage","status",3,"t pool.sd","ok"
"2664","survival","pbcseq","stage","status",3,"t !pool.sd","ok"
"2665","survival","pbcseq","stage","status",3,"wilcox","ok"
"2666","survival","pbcseq","stage","status",3,"tukey","ok"
"2667","survival","pbcseq","trt:0","status",3,"prop","ok"
"2668","survival","pbcseq","trt:1","status",3,"prop","ok"
"2669","survival","pbcseq","sex:m","status",3,"prop","ok"
"2670","survival","pbcseq","sex:f","status",3,"prop","ok"
"2671","survival","pbcseq","ascites:0","status",3,"prop","ok"
"2672","survival","pbcseq","ascites:1","status",3,"prop","ok"
"2673","survival","pbcseq","hepato:0","status",3,"prop","ok"
"2674","survival","pbcseq","hepato:1","status",3,"prop","ok"
"2675","survival","pbcseq","spiders:0","status",3,"prop","ok"
"2676","survival","pbcseq","spiders:1","status",3,"prop","ok"
"2677","survival","pbcseq","edema:0","status",3,"prop","ok"
"2678","survival","pbcseq","edema:0.5","status",3,"prop","ok"
"2679","survival","pbcseq","edema:1","status",3,"prop","ok"
"2680","survival","pbcseq","stage:1","status",3,"prop","ok"
"2681","survival","pbcseq","stage:2","status",3,"prop","ok"
"2682","survival","pbcseq","stage:3","status",3,"prop","ok"
"2683","survival","pbcseq","stage:4","status",3,"prop","ok"
"2684","survival","pbcseq","id","edema",3,"t pool.sd","ok"
"2685","survival","pbcseq","id","edema",3,"t !pool.sd","ok"
"2686","survival","pbcseq","id","edema",3,"wilcox","ok"
"2687","survival","pbcseq","id","edema",3,"tukey","ok"
"2688","survival","pbcseq","futime","edema",3,"t pool.sd","ok"
"2689","survival","pbcseq","futime","edema",3,"t !pool.sd","ok"
"2690","survival","pbcseq","futime","edema",3,"wilcox","ok"
"2691","survival","pbcseq","futime","edema",3,"tukey","ok"
"2692","survival","pbcseq","status","edema",3,"t pool.sd","ok"
"2693","survival","pbcseq","status","edema",3,"t !pool.sd","ok"
"2694","survival","pbcseq","status","edema",3,"wilcox","ok"
"2695","survival","pbcseq","status","edema",3,"tukey","ok"
"2696","survival","pbcseq","trt","edema",3,"t pool.sd","ok"
"2697","survival","pbcseq","trt","edema",3,"t !pool.sd","ok"
"2698","survival","pbcseq","trt","edema",3,"wilcox","ok"
"2699","survival","pbcseq","trt","edema",3,"tukey","ok"
"2700","survival","pbcseq","age","edema",3,"t pool.sd","ok"
"2701","survival","pbcseq","age","edema",3,"t !pool.sd","ok"
"2702","survival","pbcseq","age","edema",3,"wilcox","ok"
"2703","survival","pbcseq","age","edema",3,"tukey","ok"
"2704","survival","pbcseq","day","edema",3,"t pool.sd","ok"
"2705","survival","pbcseq","day","edema",3,"t !pool.sd","ok"
"2706","survival","pbcseq","day","edema",3,"wilcox","ok"
"2707","survival","pbcseq","day","edema",3,"tukey","ok"
"2708","survival","pbcseq","ascites","edema",3,"t pool.sd","ok"
"2709","survival","pbcseq","ascites","edema",3,"t !pool.sd","ok"
"2710","survival","pbcseq","ascites","edema",3,"wilcox","ok"
"2711","survival","pbcseq","ascites","edema",3,"tukey","ok"
"2712","survival","pbcseq","hepato","edema",3,"t pool.sd","ok"
"2713","survival","pbcseq","hepato","edema",3,"t !pool.sd","ok"
"2714","survival","pbcseq","hepato","edema",3,"wilcox","ok"
"2715","survival","pbcseq","hepato","edema",3,"tukey","ok"
"2716","survival","pbcseq","spiders","edema",3,"t pool.sd","ok"
"2717","survival","pbcseq","spiders","edema",3,"t !pool.sd","ok"
"2718","survival","pbcseq","spiders","edema",3,"wilcox","ok"
"2719","survival","pbcseq","spiders","edema",3,"tukey","ok"
"2720","survival","pbcseq","bili","edema",3,"t pool.sd","ok"
"2721","survival","pbcseq","bili","edema",3,"t !pool.sd","ok"
"2722","survival","pbcseq","bili","edema",3,"wilcox","ok"
"2723","survival","pbcseq","bili","edema",3,"tukey","ok"
"2724","survival","pbcseq","chol","edema",3,"t pool.sd","ok"
"2725","survival","pbcseq","chol","edema",3,"t !pool.sd","ok"
"2726","survival","pbcseq","chol","edema",3,"wilcox","ok"
"2727","survival","pbcseq","chol","edema",3,"tukey","ok"
"2728","survival","pbcseq","albumin","edema",3,"t pool.sd","ok"
"2729","survival","pbcseq","albumin","edema",3,"t !pool.sd","ok"
"2730","survival","pbcseq","albumin","edema",3,"wilcox","ok"
"2731","survival","pbcseq","albumin","edema",3,"tukey","ok"
"2732","survival","pbcseq","alk.phos","edema",3,"t pool.sd","ok"
"2733","survival","pbcseq","alk.phos","edema",3,"t !pool.sd","ok"
"2734","survival","pbcseq","alk.phos","edema",3,"wilcox","ok"
"2735","survival","pbcseq","alk.phos","edema",3,"tukey","ok"
"2736","survival","pbcseq","ast","edema",3,"t pool.sd","ok"
"2737","survival","pbcseq","ast","edema",3,"t !pool.sd","ok"
"2738","survival","pbcseq","ast","edema",3,"wilcox","ok"
"2739","survival","pbcseq","ast","edema",3,"tukey","ok"
"2740","survival","pbcseq","platelet","edema",3,"t pool.sd","ok"
"2741","survival","pbcseq","platelet","edema",3,"t !pool.sd","ok"
"2742","survival","pbcseq","platelet","edema",3,"wilcox","ok"
"2743","survival","pbcseq","platelet","edema",3,"tukey","ok"
"2744","survival","pbcseq","protime","edema",3,"t pool.sd","ok"
"2745","survival","pbcseq","protime","edema",3,"t !pool.sd","ok"
"2746","survival","pbcseq","protime","edema",3,"wilcox","ok"
"2747","survival","pbcseq","protime","edema",3,"tukey","ok"
"2748","survival","pbcseq","stage","edema",3,"t pool.sd","ok"
"2749","survival","pbcseq","stage","edema",3,"t !pool.sd","ok"
"2750","survival","pbcseq","stage","edema",3,"wilcox","ok"
"2751","survival","pbcseq","stage","edema",3,"tukey","ok"
"2752","survival","pbcseq","status:0","edema",3,"prop","ok"
"2753","survival","pbcseq","status:1","edema",3,"prop","ok"
"2754","survival","pbcseq","status:2","edema",3,"prop","ok"
"2755","survival","pbcseq","trt:0","edema",3,"prop","ok"
"2756","survival","pbcseq","trt:1","edema",3,"prop","ok"
"2757","survival","pbcseq","sex:m","edema",3,"prop","ok"
"2758","survival","pbcseq","sex:f","edema",3,"prop","ok"
"2759","survival","pbcseq","ascites:0","edema",3,"prop","ok"
"2760","survival","pbcseq","ascites:1","edema",3,"prop","ok"
"2761","survival","pbcseq","hepato:0","edema",3,"prop","ok"
"2762","survival","pbcseq","hepato:1","edema",3,"prop","ok"
"2763","survival","pbcseq","spiders:0","edema",3,"prop","ok"
"2764","survival","pbcseq","spiders:1","edema",3,"prop","ok"
"2765","survival","pbcseq","stage:1","edema",3,"prop","ok"
"2766","survival","pbcseq","stage:2","edema",3,"prop","ok"
"2767","survival","pbcseq","stage:3","edema",3,"prop","ok"
"2768","survival","pbcseq","stage:4","edema",3,"prop","ok"
"2769","survival","pbcseq","id","stage",4,"t pool.sd","ok"
"2770","survival","pbcseq","id","stage",4,"t !pool.sd","ok"
"2771","survival","pbcseq","id","stage",4,"wilcox","ok"
"2772","survival","pbcseq","id","stage",4,"tukey","ok"
"2773","survival","pbcseq","futime","stage",4,"t pool.sd","ok"
"2774","survival","pbcseq","futime","stage",4,"t !pool.sd","ok"
"2775","survival","pbcseq","futime","stage",4,"wilcox","ok"
"2776","survival","pbcseq","futime","stage",4,"tukey","ok"
"2777","survival","pbcseq","status","stage",4,"t pool.sd","ok"
"2778","survival","pbcseq","status","stage",4,"t !pool.sd","ok"
"2779","survival","pbcseq","status","stage",4,"wilcox","ok"
"2780","survival","pbcseq","status","stage",4,"tukey","ok"
"2781","survival","pbcseq","trt","stage",4,"t pool.sd","ok"
"2782","survival","pbcseq","trt","stage",4,"t !pool.sd","ok"
"2783","survival","pbcseq","trt","stage",4,"wilcox","ok"
"2784","survival","pbcseq","trt","stage",4,"tukey","ok"
"2785","survival","pbcseq","age","stage",4,"t pool.sd","ok"
"2786","survival","pbcseq","age","stage",4,"t !pool.sd","ok"
"2787","survival","pbcseq","age","stage",4,"wilcox","ok"
"2788","survival","pbcseq","age","stage",4,"tukey","ok"
"2789","survival","pbcseq","day","stage",4,"t pool.sd","ok"
"2790","survival","pbcseq","day","stage",4,"t !pool.sd","ok"
"2791","survival","pbcseq","day","stage",4,"wilcox","ok"
"2792","survival","pbcseq","day","stage",4,"tukey","ok"
"2793","survival","pbcseq","ascites","stage",4,"t pool.sd","ok"
"2794","survival","pbcseq","ascites","stage",4,"t !pool.sd","ok"
"2795","survival","pbcseq","ascites","stage",4,"wilcox","ok"
"2796","survival","pbcseq","ascites","stage",4,"tukey","ok"
"2797","survival","pbcseq","hepato","stage",4,"t pool.sd","ok"
"2798","survival","pbcseq","hepato","stage",4,"t !pool.sd","ok"
"2799","survival","pbcseq","hepato","stage",4,"wilcox","ok"
"2800","survival","pbcseq","hepato","stage",4,"tukey","ok"
"2801","survival","pbcseq","spiders","stage",4,"t pool.sd","ok"
"2802","survival","pbcseq","spiders","stage",4,"t !pool.sd","ok"
"2803","survival","pbcseq","spiders","stage",4,"wilcox","ok"
"2804","survival","pbcseq","spiders","stage",4,"tukey","ok"
"2805","survival","pbcseq","edema","stage",4,"t pool.sd","ok"
"2806","survival","pbcseq","edema","stage",4,"t !pool.sd","ok"
"2807","survival","pbcseq","edema","stage",4,"wilcox","ok"
"2808","survival","pbcseq","edema","stage",4,"tukey","ok"
"2809","survival","pbcseq","bili","stage",4,"t pool.sd","ok"
"2810","survival","pbcseq","bili","stage",4,"t !pool.sd","ok"
"2811","survival","pbcseq","bili","stage",4,"wilcox","ok"
"2812","survival","pbcseq","bili","stage",4,"tukey","ok"
"2813","survival","pbcseq","chol","stage",4,"t pool.sd","ok"
"2814","survival","pbcseq","chol","stage",4,"t !pool.sd","ok"
"2815","survival","pbcseq","chol","stage",4,"wilcox","ok"
"2816","survival","pbcseq","chol","stage",4,"tukey","ok"
"2817","survival","pbcseq","albumin","stage",4,"t pool.sd","ok"
"2818","survival","pbcseq","albumin","stage",4,"t !pool.sd","ok"
"2819","survival","pbcseq","albumin","stage",4,"wilcox","ok"
"2820","survival","pbcseq","albumin","stage",4,"tukey","ok"
"2821","survival","pbcseq","alk.phos","stage",4,"t pool.sd","ok"
"2822","survival","pbcseq","alk.phos","stage",4,"t !pool.sd","ok"
"2823","survival","pbcseq","alk.phos","stage",4,"wilcox","ok"
"2824","survival","pbcseq","alk.phos","stage",4,"tukey","ok"
"2825","survival","pbcseq","ast","stage",4,"t pool.sd","ok"
"2826","survival","pbcseq","ast","stage",4,"t !pool.sd","ok"
"2827","survival","pbcseq","ast","stage",4,"wilcox","ok"
"2828","survival","pbcseq","ast","stage",4,"tukey","ok"
"2829","survival","pbcseq","platelet","stage",4,"t pool.sd","ok"
"2830","survival","pbcseq","platelet","stage",4,"t !pool.sd","ok"
"2831","survival","pbcseq","platelet","stage",4,"wilcox","ok"
"2832","survival","pbcseq","platelet","stage",4,"tukey","ok"
"2833","survival","pbcseq","protime","stage",4,"t pool.sd","ok"
"2834","survival","pbcseq","protime","stage",4,"t !pool.sd","ok"
"2835","survival","pbcseq","protime","stage",4,"wilcox","ok"
"2836","survival","pbcseq","protime","stage",4,"tukey","ok"
"2837","survival","pbcseq","status:0","stage",4,"prop","ok"
"2838","survival","pbcseq","status:1","stage",4,"prop","ok"
"2839","survival","pbcseq","status:2","stage",4,"prop","ok"
"2840","survival","pbcseq","trt:0","stage",4,"prop","ok"
"2841","survival","pbcseq","trt:1","stage",4,"prop","ok"
